age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,tuition_monthly,financial_aid_monthly,books_supplies_monthly,total_spending,spending_ratio,spending_category
24,Non-binary,Sophomore,Economics,514,158,3039,506,361,84,158,132,49,104,159,99,Cash,506,26,26,2026,3.751851851851852,Over-Spender
19,Male,Junior,Engineering,1015,493,5435,827,369,147,121,87,49,289,121,74,Mobile Payment App,906,82,20,2889,2.633546034639927,Balanced
18,Male,Junior,Computer Science,743,104,3493,726,223,105,96,73,37,275,158,75,Mobile Payment App,582,17,16,2270,2.986842105263158,Over-Spender
21,Male,Sophomore,Engineering,913,70,4183,714,268,88,198,87,31,69,39,177,Cash,697,12,33,2203,2.3816216216216217,Balanced
24,Non-binary,Junior,Engineering,1142,946,4748,867,264,166,125,99,69,287,84,135,Credit/Debit Card,791,158,21,2783,2.140769230769231,Balanced
25,Female,Senior,Psychology,868,670,3274,443,308,120,61,70,96,86,199,127,Mobile Payment App,546,112,10,2005,2.045918367346939,Balanced
19,Non-binary,Sophomore,Engineering,1464,17,3939,490,357,87,131,97,67,168,87,135,Credit/Debit Card,656,3,22,2166,1.4764826175869121,Saver
21,Female,Senior,Psychology,1260,617,4060,799,244,62,193,107,62,285,180,130,Cash,677,103,32,2578,1.8914159941305944,Saver
19,Male,Junior,Computer Science,1326,817,5451,453,172,87,62,112,70,220,93,32,Cash,908,136,10,2157,1.475376196990424,Saver
18,Female,Senior,Computer Science,1219,671,4152,700,335,152,296,98,86,77,82,27,Cash,692,112,49,2298,1.7265214124718258,Saver
19,Non-binary,Freshman,Computer Science,1038,823,5211,576,207,92,263,54,26,270,123,165,Credit/Debit Card,868,137,44,2425,2.0638297872340425,Balanced
25,Male,Junior,Biology,1418,510,3832,976,370,117,218,89,89,283,185,60,Mobile Payment App,639,85,36,2844,1.8922155688622755,Saver
18,Female,Junior,Engineering,1385,13,4384,678,253,119,76,113,50,229,74,169,Mobile Payment App,731,2,13,2429,1.7512617159336699,Saver
23,Female,Freshman,Computer Science,553,118,5030,960,304,135,212,105,54,147,118,183,Mobile Payment App,838,20,35,2879,5.024432809773124,Over-Spender
20,Male,Senior,Economics,1013,227,4119,805,366,62,191,135,60,84,151,172,Mobile Payment App,686,38,32,2553,2.429115128449096,Balanced
18,Non-binary,Senior,Engineering,1019,589,5357,828,247,65,112,58,92,170,30,126,Mobile Payment App,893,98,19,2528,2.263205013428827,Balanced
24,Non-binary,Junior,Computer Science,669,7,4461,828,266,59,60,129,27,131,75,165,Credit/Debit Card,744,1,10,2434,3.6328358208955223,Over-Spender
19,Female,Freshman,Computer Science,933,698,4156,780,371,80,235,84,82,269,50,170,Mobile Payment App,693,116,39,2618,2.4957102001906577,Balanced
20,Female,Junior,Psychology,1166,671,3244,528,164,117,238,127,56,243,84,108,Cash,541,112,40,2008,1.5712050078247262,Saver
25,Non-binary,Freshman,Economics,1197,652,4424,637,248,186,186,82,58,254,116,27,Mobile Payment App,737,109,31,2376,1.8192955589586524,Saver
19,Female,Senior,Biology,973,695,4709,555,114,93,190,121,70,190,129,178,Cash,785,116,32,2267,2.081726354453627,Balanced
23,Female,Junior,Computer Science,1381,696,4387,646,171,142,97,109,83,216,88,190,Cash,731,116,16,2392,1.5978623914495658,Saver
22,Male,Junior,Psychology,1082,221,4524,533,276,131,242,109,21,217,49,182,Credit/Debit Card,754,37,40,2312,2.066130473637176,Balanced
23,Male,Senior,Engineering,1160,168,3395,810,105,182,51,26,64,279,74,105,Cash,566,28,8,2219,1.8678451178451179,Balanced
22,Female,Junior,Computer Science,1011,753,3523,475,392,187,298,99,73,125,93,31,Cash,587,126,50,2112,1.8575197889182058,Balanced
20,Non-binary,Senior,Psychology,1412,155,5576,443,305,119,136,120,41,290,30,91,Mobile Payment App,929,26,23,2391,1.6627260083449236,Saver
24,Non-binary,Junior,Psychology,1391,259,3572,755,136,55,86,62,66,187,153,23,Cash,595,43,14,2046,1.4267782426778242,Saver
20,Male,Freshman,Economics,1293,672,5635,435,389,192,87,23,64,67,77,137,Credit/Debit Card,939,112,14,2337,1.6633451957295373,Saver
20,Male,Freshman,Psychology,1380,594,3658,739,277,187,92,144,69,283,68,21,Mobile Payment App,610,99,15,2413,1.6315077755240026,Saver
22,Male,Senior,Psychology,764,286,5430,589,387,61,68,46,96,86,46,85,Mobile Payment App,905,48,11,2312,2.8472906403940885,Over-Spender
22,Female,Senior,Biology,1346,520,3688,969,152,194,151,42,38,252,65,163,Cash,615,87,25,2515,1.7550593161200279,Saver
19,Female,Senior,Biology,1407,560,3380,508,265,52,206,40,98,274,84,135,Mobile Payment App,563,93,34,2053,1.3686666666666667,Saver
20,Male,Junior,Economics,957,393,3497,723,339,139,69,112,46,284,57,28,Mobile Payment App,583,66,12,2323,2.270772238514174,Balanced
22,Non-binary,Senior,Economics,1174,612,3649,543,237,123,200,129,90,190,101,65,Mobile Payment App,608,102,33,2119,1.6606583072100314,Saver
24,Non-binary,Sophomore,Computer Science,541,640,5965,609,270,191,215,139,43,281,88,145,Cash,994,107,36,2796,4.314814814814815,Over-Spender
